,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,BorrowerState,Occupation,EmploymentStatus,CreditScoreRangeUpper,Credit,Rate_Range,Count
35532,2009-08-19 19:17:08.737000000,36,Completed,2012-09-02 00:00:00,0.24807,0.21,WI,Accountant/CPA,Full-time,659.0,Fair,20-24.99%,1
35543,2013-01-09 13:30:01.037000000,36,Completed,2013-08-28 00:00:00,0.26528,0.2272,WI,Engineer - Mechanical,Employed,679.0,Fair,20-24.99%,1
35576,2012-12-02 18:27:40.353000000,36,Completed,2013-06-11 00:00:00,0.23939,0.2019,WI,Other,Employed,679.0,Fair,20-24.99%,1
35599,2008-07-30 14:08:42.463000000,36,Completed,2008-09-16 00:00:00,0.37453,0.35,WI,Laborer,Full-time,539.0,Bad,35-39.99%,1
35620,2011-11-15 18:23:06.090000000,36,Completed,2013-11-13 00:00:00,0.29254,0.2574,WI,Clerical,Full-time,639.0,Poor,25-29.99%,1
35647,2014-01-27 14:09:59.837000000,36,Current,,0.21648,0.1795,WI,Other,Self-employed,719.0,Good,15-19.99%,1
35660,2013-10-11 12:34:01.723000000,36,Current,,0.26917,0.231,WI,Sales - Commission,Employed,719.0,Good,20-24.99%,1
35696,2008-05-31 05:31:23.657000000,36,Completed,2011-06-10 00:00:00,0.16588,0.1515,WI,Food Service,Full-time,699.0,Fair,15-19.99%,1
35730,2013-12-05 07:22:44.403000000,36,Completed,2013-12-24 00:00:00,0.19501,0.1585,WI,Clerical,Employed,739.0,Good,15-19.99%,1
35785,2014-01-09 13:43:24.797000000,36,Current,,0.14206,0.1139,WI,Other,Employed,699.0,Fair,10-14.99%,1
35795,2014-02-10 13:10:21.007000000,60,Current,,0.15868,0.1355,WI,Executive,Employed,739.0,Good,10-14.99%,1
35852,2008-06-04 16:10:17.220000000,36,Defaulted,2008-12-18 00:00:00,0.17515,0.1534,WI,Other,Full-time,619.0,Poor,15-19.99%,1
35895,2011-08-23 14:11:53.840000000,36,Current,,0.30532,0.2699,WI,Other,Other,659.0,Fair,25-29.99%,1
35922,2013-04-16 14:53:42.857000000,36,Current,,0.2878,0.2492,WI,Construction,Employed,639.0,Poor,20-24.99%,1
35959,2010-01-11 17:56:12.313000000,36,Completed,2011-09-07 00:00:00,0.27306,0.25,WI,Sales - Commission,Full-time,659.0,Fair,25-29.99%,1
36001,2008-03-19 19:10:57.360000000,36,Completed,2010-03-31 00:00:00,0.08516,0.068,WI,Other,Full-time,759.0,Excellent,5-9.99%,1
36029,2013-07-05 08:55:21.983000000,36,Current,,0.3179,0.2786,WI,Laborer,Employed,739.0,Good,25-29.99%,1
36053,2013-11-06 17:21:10.273000000,60,Current,,0.16969,0.1465,WI,Accountant/CPA,Employed,779.0,Excellent,10-14.99%,1
36063,2013-10-05 07:47:04.787000000,60,Current,,0.19323,0.1695,WI,Skilled Labor,Employed,679.0,Fair,15-19.99%,1
36166,2007-08-09 17:29:52.427000000,36,Chargedoff,2010-05-21 00:00:00,0.1506,0.1435,WI,Other,Full-time,639.0,Poor,10-14.99%,1
36187,2012-04-22 16:23:49.750000000,36,Chargedoff,2012-12-30 00:00:00,0.35797,0.3177,WI,Laborer,Employed,719.0,Good,30-34.99%,1
36208,2014-02-17 14:56:18.673000000,60,Current,,0.1417,0.1189,WI,Other,Employed,739.0,Good,10-14.99%,1
36218,2012-07-30 13:01:34.093000000,36,Chargedoff,2013-03-05 00:00:00,0.35797,0.3177,WI,Professional,Employed,699.0,Fair,30-34.99%,1
36256,2013-12-16 08:14:51.153000000,36,Current,,0.17611,0.14,WI,Laborer,Employed,679.0,Fair,10-14.99%,1
36258,2008-08-11 16:27:54.767000000,36,Completed,2010-04-02 00:00:00,0.35017,0.326,WI,Other,Full-time,619.0,Poor,30-34.99%,1
36285,2006-10-13 14:04:49.757000000,36,Completed,2009-11-23 00:00:00,0.17722,0.17,WI,Retail Management,Not available,659.0,Fair,15-19.99%,1
36326,2007-09-26 08:28:37.603000000,36,Completed,2008-04-07 00:00:00,0.16991,0.1555,WI,Other,Full-time,539.0,Bad,15-19.99%,1
36538,2013-10-14 11:22:47.800000000,36,Current,,0.30899,0.2699,WI,,Other,659.0,Fair,25-29.99%,1
36604,2012-06-28 14:39:37.287000000,36,Chargedoff,2013-01-03 00:00:00,0.35797,0.3177,WI,Other,Not employed,739.0,Good,30-34.99%,1
36609,2013-10-13 13:06:51.203000000,60,Current,,0.24036,0.2155,WI,Other,Employed,679.0,Fair,20-24.99%,1
36690,2011-09-24 03:04:32.270000000,36,Completed,2012-03-27 00:00:00,0.35643,0.3199,WI,Other,Employed,739.0,Good,30-34.99%,1
36926,2013-12-20 05:45:51.230000000,36,Current,,0.12691,0.099,WI,Other,Employed,719.0,Good,5-9.99%,1
37176,2013-12-13 10:38:01.457000000,36,Current,,0.08496,0.0716,WI,Executive,Employed,779.0,Excellent,5-9.99%,1
37268,2011-12-06 06:40:18.793000000,36,Chargedoff,2013-01-14 00:00:00,0.35285,0.3127,WI,Skilled Labor,Employed,679.0,Fair,30-34.99%,1
37297,2012-11-29 16:40:03.767000000,36,Current,,0.20053,0.1639,WI,Laborer,Employed,739.0,Good,15-19.99%,1
37309,2012-05-17 20:10:58.593000000,36,Completed,2013-11-13 00:00:00,0.25259,0.2148,WI,Other,Employed,659.0,Fair,20-24.99%,1
37355,2013-11-08 11:07:30.893000000,36,Current,,0.20626,0.1695,WI,Nurse (RN),Employed,719.0,Good,15-19.99%,1
37374,2014-01-30 13:10:06.413000000,36,Current,,0.1526,0.1239,WI,Realtor,Employed,699.0,Fair,10-14.99%,1
37379,2009-10-31 08:36:36.033000000,36,Completed,2011-03-16 00:00:00,0.20504,0.1829,WI,Doctor,Full-time,639.0,Poor,15-19.99%,1
37400,2013-09-17 11:44:43.177000000,36,Current,,0.2129,0.176,WI,,Other,699.0,Fair,15-19.99%,1
37431,2007-06-13 17:19:04.410000000,36,Completed,2010-06-30 00:00:00,0.11696,0.11,WI,Food Service,Full-time,779.0,Excellent,10-14.99%,1
37603,2011-07-14 17:50:57.930000000,36,Current,,0.30532,0.2699,WI,Administrative Assistant,Employed,699.0,Fair,25-29.99%,1
37700,2012-02-20 15:34:56.163000000,36,Current,,0.11766,0.0899,WI,Computer Programmer,Employed,699.0,Fair,5-9.99%,1
37786,2013-02-19 16:47:59.077000000,36,Current,,0.14857,0.1203,WI,Laborer,Employed,799.0,Excellent,10-14.99%,1
37922,2013-04-21 12:36:28.827000000,36,Current,,0.0893,0.0759,WI,Skilled Labor,Employed,799.0,Excellent,5-9.99%,1
37976,2012-05-15 01:12:49.473000000,60,Current,,0.17849,0.1551,WI,Laborer,Employed,779.0,Excellent,15-19.99%,1
38007,2013-02-14 06:38:37.500000000,60,Current,,0.31848,0.2916,WI,Tradesman - Electrician,Employed,639.0,Poor,25-29.99%,1
38073,2013-04-17 14:12:29.627000000,36,Current,,0.32538,0.2859,WI,Clerical,Employed,699.0,Fair,25-29.99%,1
38074,2013-12-14 14:10:26.183000000,36,Current,,0.25279,0.215,WI,Other,Employed,659.0,Fair,20-24.99%,1
38115,2013-12-11 13:19:30.727000000,36,Current,,0.12081,0.093,WI,Civil Service,Employed,799.0,Excellent,5-9.99%,1
38211,2013-06-18 20:34:40.630000000,36,Current,,0.0893,0.0759,WI,Skilled Labor,Employed,779.0,Excellent,5-9.99%,1
38217,2012-09-12 16:13:42.990000000,36,Chargedoff,2013-08-19 00:00:00,0.35797,0.3177,WI,Truck Driver,Employed,679.0,Fair,30-34.99%,1
38305,2014-02-18 04:22:39.800000000,60,Current,,0.1858,0.162,WI,Military Enlisted,Employed,659.0,Fair,15-19.99%,1
38335,2012-01-23 10:17:01.977000000,36,Completed,2013-05-21 00:00:00,0.35797,0.3177,WI,Other,Self-employed,679.0,Fair,30-34.99%,1
38361,2012-02-02 16:59:12.777000000,36,Chargedoff,2013-03-08 00:00:00,0.29394,0.2552,WI,Professional,Self-employed,759.0,Excellent,25-29.99%,1
38380,2012-10-25 07:55:21.800000000,60,Current,,0.14494,0.1223,WI,Other,Retired,819.0,Excellent,10-14.99%,1
38417,2008-06-25 20:29:22.573000000,36,Defaulted,2010-02-08 00:00:00,0.09889,0.092,WI,Analyst,Full-time,779.0,Excellent,5-9.99%,1
38441,2013-02-26 08:17:21.953000000,60,Current,,0.22693,0.2024,WI,Analyst,Employed,699.0,Fair,20-24.99%,1
38546,2013-03-20 20:02:08.110000000,60,Completed,2014-01-22 00:00:00,0.31848,0.2916,WI,Other,Employed,659.0,Fair,25-29.99%,1
38560,2013-09-24 20:22:22.237000000,36,Current,,0.18837,0.152,WI,Retail Management,Employed,699.0,Fair,15-19.99%,1
38602,2011-04-21 14:44:13.653000000,36,Completed,2012-04-27 00:00:00,0.25424,0.2199,WI,Other,Employed,779.0,Excellent,20-24.99%,1
38660,2012-12-12 10:52:37.263000000,36,Current,,0.21025,0.1734,WI,Other,Employed,699.0,Fair,15-19.99%,1
38661,2014-02-12 12:21:05.110000000,60,Current,,0.15868,0.1355,WI,Other,Employed,699.0,Fair,10-14.99%,1
38805,2013-09-03 08:52:26.490000000,36,Current,,0.26528,0.2272,WI,Tradesman - Mechanic,Employed,699.0,Fair,20-24.99%,1
38816,2008-03-24 08:30:06.470000000,36,Completed,2009-01-26 00:00:00,0.11696,0.11,WI,Professional,Full-time,779.0,Excellent,10-14.99%,1
38991,2013-07-15 22:10:39.100000000,36,Completed,2013-09-27 00:00:00,0.22712,0.1899,WI,Laborer,Employed,799.0,Excellent,15-19.99%,1
39041,2008-07-16 07:40:22.733000000,36,Completed,2009-07-28 00:00:00,0.06827,0.0615,WI,Other,Full-time,779.0,Excellent,5-9.99%,1
39114,2007-12-25 19:29:26.240000000,36,Defaulted,2009-06-10 00:00:00,0.15713,0.15,WI,Teacher,Full-time,799.0,Excellent,15-19.99%,1
39223,2012-01-29 16:04:30.450000000,36,Current,,0.34998,0.3099,WI,Other,Employed,679.0,Fair,30-34.99%,1
39322,2012-10-05 07:56:31.857000000,36,Defaulted,2014-01-11 00:00:00,0.19645,0.1599,WI,Other,Other,799.0,Excellent,15-19.99%,1
39342,2012-05-09 07:26:41.363000000,60,Chargedoff,2013-01-17 00:00:00,0.23318,0.2085,WI,Skilled Labor,Employed,719.0,Good,20-24.99%,1
39482,2008-08-18 08:49:34.507000000,36,Completed,2011-05-20 00:00:00,0.2325,0.21,WI,Food Service,Part-time,659.0,Fair,20-24.99%,1
39543,2013-12-20 06:01:35.207000000,36,Current,,0.32446,0.285,WI,Skilled Labor,Employed,659.0,Fair,25-29.99%,1
39587,2012-03-07 10:52:22.333000000,60,Current,,0.35838,0.3304,WI,Engineer - Mechanical,Employed,619.0,Poor,30-34.99%,1
39593,2012-06-18 18:33:09.970000000,60,Current,,0.27462,0.2489,WI,Skilled Labor,Employed,759.0,Excellent,20-24.99%,1
39600,2014-02-22 12:20:59.620000000,60,Current,,0.16328,0.14,WI,Other,Employed,719.0,Good,10-14.99%,1
39709,2007-04-11 09:54:44.797000000,36,Completed,2010-04-06 00:00:00,0.17813,0.16,WI,Other,Full-time,579.0,Poor,15-19.99%,1
39723,2007-08-31 11:37:26.307000000,36,Completed,2010-09-21 00:00:00,0.1007,0.0938,WI,Professional,Self-employed,779.0,Excellent,5-9.99%,1
39742,2008-10-02 10:39:18.280000000,36,Chargedoff,2009-07-11 00:00:00,0.19956,0.1775,WI,Other,Full-time,659.0,Fair,15-19.99%,1
39927,2013-07-25 07:16:00.463000000,36,Current,,0.18214,0.1459,WI,Professional,Self-employed,779.0,Excellent,10-14.99%,1
39938,2014-01-27 15:25:39.527000000,60,Current,,0.16304,0.14,WI,Other,Employed,679.0,Fair,10-14.99%,1
40010,2013-12-09 11:02:37.250000000,36,Current,,0.18275,0.1465,WI,,Other,719.0,Good,10-14.99%,1
40088,2011-10-15 12:45:55.793000000,36,Chargedoff,2012-06-20 00:00:00,0.2951,0.2599,WI,Other,Employed,679.0,Fair,25-29.99%,1
40136,2013-07-17 12:22:37.617000000,60,Current,,0.22283,0.1984,WI,Skilled Labor,Employed,739.0,Good,15-19.99%,1
40154,2012-12-04 15:03:43.720000000,36,Completed,2013-04-02 00:00:00,0.35797,0.3177,WI,Truck Driver,Employed,719.0,Good,30-34.99%,1
40297,2013-03-18 16:41:46.160000000,12,Current,,0.21649,0.1389,WI,Pharmacist,Employed,759.0,Excellent,10-14.99%,1
40328,2014-02-12 08:09:57.367000000,36,Current,,0.14853,0.1199,WI,Sales - Commission,Employed,779.0,Excellent,10-14.99%,1
40362,2013-08-13 07:07:35.467000000,36,Current,,0.13697,0.1089,WI,Computer Programmer,Employed,739.0,Good,10-14.99%,1
40416,2011-11-26 10:55:53.853000000,36,Chargedoff,2013-04-03 00:00:00,0.29486,0.2561,WI,Executive,Employed,739.0,Good,25-29.99%,1
40422,2010-10-18 15:41:26.670000000,36,Completed,2013-02-11 00:00:00,0.38058,0.3435,WI,Sales - Retail,Employed,679.0,Fair,30-34.99%,1
40441,2013-11-02 12:06:44.150000000,60,Current,,0.18197,0.1585,WI,Nurse (RN),Employed,719.0,Good,15-19.99%,1
40499,2007-04-12 13:46:23.117000000,36,Completed,2010-04-25 00:00:00,0.16617,0.159,WI,Student - College Junior,Part-time,659.0,Fair,15-19.99%,1
40509,2007-09-24 22:34:24.890000000,36,Completed,2010-02-17 00:00:00,0.13253,0.1255,WI,Skilled Labor,Full-time,739.0,Good,10-14.99%,1
40550,2013-10-02 18:02:51.613000000,60,Current,,0.15271,0.1299,WI,Accountant/CPA,Employed,779.0,Excellent,10-14.99%,1
40601,2012-06-21 18:52:46.300000000,60,Current,,0.23318,0.2085,WI,Other,Employed,739.0,Good,20-24.99%,1
40634,2013-05-29 21:10:35.937000000,36,Current,,0.15833,0.1299,WI,Other,Employed,699.0,Fair,10-14.99%,1
40661,2008-09-16 14:17:48.667000000,36,Completed,2011-09-27 00:00:00,0.19754,0.1755,WI,Nurse (RN),Full-time,659.0,Fair,15-19.99%,1
40669,2012-08-09 09:41:20.487000000,36,Completed,2013-05-15 00:00:00,0.20462,0.1679,WI,Computer Programmer,Employed,739.0,Good,15-19.99%,1
40693,2013-09-19 19:47:32.780000000,60,Current,,0.18197,0.1585,WI,Retail Management,Employed,719.0,Good,15-19.99%,1
40819,2014-01-06 17:01:22.077000000,60,Completed,2014-01-24 00:00:00,0.18555,0.162,WI,Professional,Employed,719.0,Good,15-19.99%,1
40885,2012-01-07 11:04:08.707000000,36,Completed,2013-10-01 00:00:00,0.06587,0.0625,WI,Other,Full-time,799.0,Excellent,5-9.99%,1
41063,2009-08-22 11:31:41.513000000,36,Completed,2010-07-16 00:00:00,0.37733,0.35,WI,Teacher,Full-time,679.0,Fair,35-39.99%,1
41093,2013-04-07 19:50:10.477000000,60,Current,,0.12205,0.0999,WI,Computer Programmer,Employed,779.0,Excellent,5-9.99%,1
41108,2006-12-28 08:49:06.450000000,36,Defaulted,2007-09-06 00:00:00,0.18824,0.17,WI,Sales - Commission,Not available,519.0,Bad,15-19.99%,1
41204,2013-12-03 06:59:48.027000000,36,Current,,0.17969,0.1435,WI,Doctor,Employed,699.0,Fair,10-14.99%,1
41270,2013-10-24 10:29:41.367000000,36,Past Due (31-60 days),,0.30899,0.2699,WI,Engineer - Mechanical,Employed,659.0,Fair,25-29.99%,1
41289,2008-04-24 13:55:34.587000000,36,Completed,2010-10-15 00:00:00,0.16978,0.1481,WI,Professional,Full-time,619.0,Poor,10-14.99%,1
41294,2008-06-20 14:47:41.810000000,36,Completed,2010-09-16 00:00:00,0.24457,0.2295,WI,Clerical,Full-time,699.0,Fair,20-24.99%,1
41336,2012-07-10 21:04:32.070000000,36,Defaulted,2013-07-17 00:00:00,0.19921,0.1626,WI,Truck Driver,Employed,719.0,Good,15-19.99%,1
41706,2013-09-17 12:59:43.670000000,60,Current,,0.20398,0.18,WI,Other,Employed,719.0,Good,15-19.99%,1
41729,2013-05-02 08:19:55.930000000,60,Current,,0.20593,0.1819,WI,Teacher,Employed,759.0,Excellent,15-19.99%,1
41925,2013-03-05 08:06:16.213000000,60,Current,,0.29998,0.2736,WI,Engineer - Chemical,Employed,639.0,Poor,25-29.99%,1
42004,2013-07-14 12:47:48.323000000,36,Current,,0.3179,0.2786,WI,Professional,Employed,759.0,Excellent,25-29.99%,1
42062,2011-11-21 18:43:15.747000000,36,Completed,2012-06-13 00:00:00,0.29486,0.2561,WI,Accountant/CPA,Employed,679.0,Fair,25-29.99%,1
42080,2007-02-19 15:48:36.037000000,36,Completed,2007-08-10 00:00:00,0.14207,0.135,WI,Laborer,Full-time,699.0,Fair,10-14.99%,1
42235,2013-12-06 19:25:58.143000000,60,Current,,0.2004,0.1765,WI,Retail Management,Employed,699.0,Fair,15-19.99%,1
42289,2007-04-08 20:10:46.093000000,36,Defaulted,2008-12-17 00:00:00,0.17722,0.17,WI,Nurse (RN),Full-time,739.0,Good,15-19.99%,1
42397,2012-01-04 18:03:35.947000000,36,Completed,2013-06-18 00:00:00,0.17359,0.1449,WI,Other,Employed,719.0,Good,10-14.99%,1
42432,2008-07-31 08:27:29.660000000,36,Defaulted,2009-03-09 00:00:00,0.16083,0.1465,WI,Laborer,Full-time,739.0,Good,10-14.99%,1
42487,2007-10-14 12:08:23.087000000,36,Chargedoff,2008-07-25 00:00:00,0.16285,0.1539,WI,Sales - Retail,Full-time,639.0,Poor,15-19.99%,1
42504,2013-11-06 19:12:26.753000000,36,Current,,0.22415,0.187,WI,Landscaping,Employed,719.0,Good,15-19.99%,1
42563,2012-12-29 05:58:16.280000000,36,Current,,0.09988,0.0864,WI,Skilled Labor,Employed,759.0,Excellent,5-9.99%,1
42605,2007-12-10 10:04:13.710000000,36,Chargedoff,2009-03-17 00:00:00,0.19228,0.185,WI,Sales - Retail,Full-time,679.0,Fair,15-19.99%,1
42679,2013-11-12 14:49:07.227000000,36,Current,,0.13301,0.105,WI,,Other,719.0,Good,10-14.99%,1
42703,2012-04-14 12:55:03.797000000,36,Current,,0.35797,0.3177,WI,Other,Self-employed,699.0,Fair,30-34.99%,1
42714,2010-03-27 14:43:06.837000000,36,Completed,2010-04-22 00:00:00,0.11296,0.092,WI,Computer Programmer,Full-time,739.0,Good,5-9.99%,1
42842,2013-12-13 11:08:44.013000000,36,Current,,0.16324,0.1274,WI,Executive,Employed,719.0,Good,10-14.99%,1
42921,2006-07-26 19:58:05.110000000,36,Completed,2008-04-01 00:00:00,0.11345,0.1065,WI,Professional,Not available,819.0,Excellent,10-14.99%,1
42980,2010-06-26 06:01:33.797000000,36,Defaulted,2011-06-14 00:00:00,0.28574,0.2625,WI,Clerical,Full-time,779.0,Excellent,25-29.99%,1
42983,2011-06-07 12:11:31.880000000,36,Completed,2013-11-14 00:00:00,0.27467,0.2399,WI,Civil Service,Full-time,659.0,Fair,20-24.99%,1
43057,2008-01-19 19:18:01.963000000,36,Completed,2010-01-05 00:00:00,0.14823,0.134,WI,Clerical,Full-time,719.0,Good,10-14.99%,1
43158,2012-06-09 06:18:52.013000000,36,Completed,2014-02-21 00:00:00,0.09736,0.0839,WI,Other,Employed,759.0,Excellent,5-9.99%,1
43271,2008-04-30 15:40:45.147000000,36,Completed,2011-06-11 00:00:00,0.20716,0.185,WI,Other,Full-time,599.0,Poor,15-19.99%,1
43429,2014-02-19 16:21:30.297000000,60,Current,,0.20065,0.1765,WI,Doctor,Employed,719.0,Good,15-19.99%,1
43457,2013-11-05 06:06:37.477000000,60,Current,,0.21832,0.194,WI,Teacher,Employed,679.0,Fair,15-19.99%,1
43473,2013-11-16 15:00:15.290000000,36,Current,,0.19859,0.162,WI,Clerical,Employed,699.0,Fair,15-19.99%,1
43493,2006-08-31 06:14:19.347000000,36,Chargedoff,2009-09-09 00:00:00,0.18515,0.17,WI,Computer Programmer,Not available,479.0,Bad,15-19.99%,1
43616,2013-10-15 05:38:40.330000000,60,Current,,0.19988,0.176,WI,Professional,Employed,679.0,Fair,15-19.99%,1
43624,2011-10-18 12:50:58.537000000,36,Chargedoff,2012-06-01 00:00:00,0.1322,0.111,WI,Professional,Employed,719.0,Good,10-14.99%,1
43650,2008-09-08 08:11:32.907000000,36,Chargedoff,2010-08-03 00:00:00,0.22237,0.2,WI,Tradesman - Electrician,Full-time,659.0,Fair,20-24.99%,1
43738,2013-09-22 11:28:33.033000000,60,Completed,2014-01-31 00:00:00,0.22908,0.2045,WI,Other,Employed,679.0,Fair,20-24.99%,1
43868,2007-10-13 16:33:37.343000000,36,Completed,2009-08-22 00:00:00,0.08642,0.075,WI,Professional,Full-time,759.0,Excellent,5-9.99%,1
43940,2012-04-06 18:18:09.167000000,36,Current,,0.28851,0.2499,WI,Other,Self-employed,759.0,Excellent,20-24.99%,1
43959,2013-09-06 11:51:17.210000000,36,Current,,0.30182,0.2629,WI,Construction,Employed,699.0,Fair,25-29.99%,1
43984,2007-10-03 18:13:53.377000000,36,Chargedoff,2008-08-15 00:00:00,0.12198,0.115,WI,Tradesman - Electrician,Full-time,699.0,Fair,10-14.99%,1
44038,2011-10-21 13:30:35.513000000,36,Completed,2011-12-13 00:00:00,0.2951,0.2599,WI,Professional,Employed,659.0,Fair,25-29.99%,1
44056,2011-01-20 23:41:35.103000000,36,Completed,2014-01-26 00:00:00,0.23383,0.1999,WI,Sales - Retail,Employed,699.0,Fair,15-19.99%,1
44093,2008-06-04 11:25:19.360000000,36,Completed,2011-04-13 00:00:00,0.12503,0.111,WI,Attorney,Full-time,739.0,Good,10-14.99%,1
44331,2013-10-29 12:10:22.633000000,36,Current,,0.15223,0.1239,WI,Other,Employed,679.0,Fair,10-14.99%,1
44359,2012-06-27 13:39:10.543000000,60,Completed,2013-06-10 00:00:00,0.17849,0.1551,WI,Sales - Retail,Employed,779.0,Excellent,15-19.99%,1
44388,2013-11-23 10:39:29.250000000,60,Current,,0.29567,0.2694,WI,Administrative Assistant,Employed,659.0,Fair,25-29.99%,1
44537,2012-07-23 13:45:11.360000000,60,Current,,0.35838,0.3304,WI,Other,Employed,779.0,Excellent,30-34.99%,1
44546,2014-01-26 07:19:51.033000000,36,Current,,0.09434,0.0809,WI,Accountant/CPA,Employed,739.0,Good,5-9.99%,1
44564,2010-05-24 06:56:36.870000000,36,Completed,2012-12-28 00:00:00,0.2832,0.26,WI,Civil Service,Full-time,639.0,Poor,25-29.99%,1
44604,2008-01-25 08:59:54.743000000,36,Completed,2009-02-02 00:00:00,0.08182,0.075,WI,Other,Full-time,799.0,Excellent,5-9.99%,1
44659,2013-10-07 13:52:44.133000000,60,Completed,2013-11-06 00:00:00,0.16294,0.1399,WI,Professional,Employed,759.0,Excellent,10-14.99%,1
44714,2013-07-27 14:11:50.557000000,60,Current,,0.25102,0.2259,WI,Professional,Employed,679.0,Fair,20-24.99%,1
44762,2013-09-25 10:30:15.250000000,60,Current,,0.25625,0.231,WI,Analyst,Employed,739.0,Good,20-24.99%,1
44802,2010-05-29 08:18:07.993000000,36,Completed,2013-02-26 00:00:00,0.1954,0.1585,WI,Sales - Commission,Full-time,679.0,Fair,15-19.99%,1
44845,2011-12-31 21:38:03.490000000,36,Chargedoff,2012-07-06 00:00:00,0.28974,0.2511,WI,Other,Self-employed,779.0,Excellent,25-29.99%,1
44860,2013-12-12 18:22:29.003000000,36,Current,,0.16732,0.1314,WI,Other,Self-employed,739.0,Good,10-14.99%,1
45127,2013-06-18 07:00:31.930000000,60,Current,,0.20593,0.1819,WI,Executive,Employed,699.0,Fair,15-19.99%,1
45129,2008-08-01 17:12:16.410000000,36,Chargedoff,2009-08-09 00:00:00,0.20471,0.19,WI,Food Service,Full-time,719.0,Good,15-19.99%,1
45146,2013-08-27 18:09:40.843000000,60,Current,,0.19681,0.173,WI,Truck Driver,Employed,699.0,Fair,15-19.99%,1
45202,2007-11-06 03:03:54.270000000,36,Completed,2010-11-19 00:00:00,0.16436,0.15,WI,Truck Driver,Full-time,539.0,Bad,15-19.99%,1
45377,2008-04-11 08:44:40.720000000,36,Completed,2011-01-06 00:00:00,0.1215,0.1075,WI,Student - College Senior,Full-time,719.0,Good,10-14.99%,1
45554,2013-09-27 13:21:55.320000000,60,Current,,0.22908,0.2045,WI,Laborer,Employed,659.0,Fair,20-24.99%,1
45695,2010-12-21 11:21:16.943000000,60,Completed,2012-11-13 00:00:00,0.15366,0.1399,WI,Sales - Commission,Employed,799.0,Excellent,10-14.99%,1
45765,2013-10-12 18:11:30.563000000,60,Current,,0.21115,0.187,WI,Other,Employed,659.0,Fair,15-19.99%,1
45771,2012-07-16 11:57:57.957000000,36,Current,,0.35797,0.3177,WI,Sales - Commission,Employed,699.0,Fair,30-34.99%,1
45813,2012-01-09 23:27:09.133000000,12,Completed,2012-07-18 00:00:00,0.24148,0.1434,WI,Construction,Full-time,699.0,Fair,10-14.99%,1
45817,2008-04-06 11:18:28.460000000,36,Completed,2011-04-08 00:00:00,0.15629,0.142,WI,Other,Full-time,719.0,Good,10-14.99%,1
45831,2007-04-15 18:01:10.033000000,36,Completed,2008-02-26 00:00:00,0.13882,0.13,WI,Other,Full-time,739.0,Good,10-14.99%,1
45912,2011-01-10 11:09:08.863000000,36,Completed,2013-08-29 00:00:00,0.17069,0.149,WI,Teacher,Employed,779.0,Excellent,10-14.99%,1
45949,2012-10-05 16:49:30.653000000,60,Chargedoff,2013-07-02 00:00:00,0.28848,0.2624,WI,Other,Other,719.0,Good,25-29.99%,1
45991,2008-04-05 06:39:31.023000000,36,Completed,2011-04-10 00:00:00,0.16991,0.1555,WI,Professional,Full-time,719.0,Good,15-19.99%,1
46142,2008-06-05 08:24:00.140000000,36,Chargedoff,2009-02-10 00:00:00,0.31445,0.2908,WI,Laborer,Full-time,639.0,Poor,25-29.99%,1
46234,2010-07-14 11:45:58.390000000,36,Completed,2011-06-08 00:00:00,0.11296,0.092,WI,Other,Retired,779.0,Excellent,5-9.99%,1
46282,2008-06-17 19:04:20.680000000,36,Completed,2011-07-05 00:00:00,0.19462,0.18,WI,Professional,Full-time,719.0,Good,15-19.99%,1
46329,2014-01-26 12:56:05.660000000,36,Current,,0.06726,0.0605,WI,Professional,Employed,839.0,Excellent,5-9.99%,1
